//name	direction	type	clock	bits	default	interface	indexed	buffer	
CDRSTEPDIR	in	0		1	1'b0				
CDRSTEPSQ	in	0		1	1'b0				
CDRSTEPSX	in	0		1	1'b0				
CFGRESET	in	s		1					
CPLLFBCLKLOST	out	s		1			y		
CPLLLOCK	out	s		1			y		
CPLLLOCKDETCLK	in	c		1					
CPLLLOCKEN	in	0		1	1'b1				
CPLLPD	in	s		1			y		
CPLLREFCLKLOST	out	s		1			y		
CPLLREFCLKSEL	in	0		3	3'b1				
CPLLREFCLKSEL	in	0		3	3'b1				
CPLLRESET	in	0		1					
DMONFIFORESET	in	s	DMONITORCLK	1					
DMONITORCLK	in	c		1					
DMONITOROUT	out	s		16			y		
DMONITOROUTCLK	out	s		1			y		
DRPADDR	in	drp	DRPCLK	10		drp_gty			
DRPCLK	in	drp		1					
DRPDI	in	drp	DRPCLK	32		drp_gty			
DRPDO	out	drp	DRPCLK	32		drp_gty	y		
DRPEN	in	drp	DRPCLK	1		drp_gty			
DRPRDY	out	drp	DRPCLK	1		drp_gty	y		
DRPRST	in	s		1					
DRPWE	in	drp	DRPCLK	1		drp_gty			
EYESCANDATAERROR	out	s		1			y		
EYESCANRESET	in	s		1			y		
EYESCANTRIGGER	in	s		1					
FREQOS	in	0		1	1'b0				
GTGREFCLK	in	0		1					
GTNORTHREFCLK0	in	0		1					
GTNORTHREFCLK1	in	0		1					
GTPOWERGOOD	out	s		1			y		
GTPOWERGOOD	out	s		1			y		
GTREFCLK0	in	0		1					
GTREFCLK1	in	0		1					
GTREFCLKMONITOR	out	0		1					
GTRESETSEL	in	s		1			y		
GTRXRESET	in	s		1			y		
GTRXRESETSEL	in	s		1			y		
GTSOUTHREFCLK0	in	0		1					
GTSOUTHREFCLK1	in	0		1					
GTTXRESET	in	s		1			y		
GTTXRESETSEL	in	s		1			y		
GTHRXN	in	d		1		mgt_gty_rx			
GTHRXP	in	d		1		mgt_gty_rx			
INCPCTRL	in	0		1	1'b0				
LOOPBACK	in	s		3			y		
GTHTXN	out	d		1		mgt_gty_tx			
GTHTXP	out	d		1		mgt_gty_tx			
PCSRSVDOUT	out	0		1					
PHYSTATUS	out	0		1					
QPLL0CLK	in	c		1			y		
QPLL0REFCLK	in	c		1			y		
QPLL1CLK	in	c		1			y		
QPLL1REFCLK	in	c		1			y		
RESETEXCEPTION	out	0		1					
RESETEXCEPTION	out	0		1					
RESETOVRD	in	0		1					
RSOSINTDONE	out	0		1					
RX8B10BEN	in	s	RXUSRCLK2	1					
RXAFECFOKEN	in	0		1	1'b1				
RXBUFRESET	in	s		1			y		
RXBUFRESET	in	s		1					
RXBUFSTATUS	out	s	RXUSRCLK2	3			y		
RXBYTEISALIGNED	out	s	RXUSRCLK2	1			y		
RXBYTEREALIGN	out	0	RXUSRCLK2	1			y		
RXCDRFREQRESET	in	0		1					
RXCDRFREQRESET	in	s		1					
RXCDRHOLD	in	s		1					
RXCDRHOLD	in	s		1					
RXCDRLOCK	out	0		1					
RXCDROVRDEN	in	s		1					
RXCDROVRDEN	in	0		1	1'b0				
RXCDRPHDONE	out	0		1					
RXCDRRESET	in	0		1					
RXCDRRESET	in	0		1	1'b0				
RXCHANBONDSEQ	out	0	RXUSRCLK2	1					
RXCHANISALIGNED	out	0	RXUSRCLK2	1					
RXCHANREALIGN	out	0	RXUSRCLK2	1					
RXCHBONDEN	in	0	RXUSRCLK2	1					
RXCHBONDI	in	0	RXUSRCLK	5					
RXCHBONDLEVEL	in	0	RXUSRCLK2	3					
