//Address       bits    rw      Name    att_bits        att_enc bin_enc
00000	0:0	R/W	CPLLRESET	0:0	x-x	x-x
00000	1:1	R/W	GTRESETSEL	0:0	x-x	x-x
00000	4:2	R/W	LOOPBACK	2:0	x-x	x-x
00000	5:5	R/W	CPLLPD	0:0	x-x	x-x
00000	7:6	R/W	RXPD	1:0	x-x	x-x
00000	8:8	R/W	RXPHDLYPD	0:0	x-x	x-x
00000	10:9	R/W	TXPD	1:0	x-x	x-x
00000	11:11	R/W	TXPDELECIDLEMODE	0:0	x-x	x-x
00000	12:12	R/W	TXPHDLYPD	0:0	x-x	x-x
00000	14:13	R/W	RXSYSCLKSEL	1:0	x-x	x-x
00000	16:15	R/W	TXSYSCLKSEL	1:0	x-x	x-x
00000	17:17	R/W	RX8B10BEN	0:0	x-x	x-x
00000	18:18	R/W	RXQPIEN	0:0	x-x	x-x
00000	19:19	R/W	RXCOMMADETEN	0:0	x-x	x-x
00000	20:20	R/W	RXMCOMMAALIGNEN	0:0	x-x	x-x
00000	21:21	R/W	RXPCOMMAALIGNEN	0:0	x-x	x-x
00000	22:22	R/W	RXCHBONDEN	0:0	x-x	x-x
00000	25:23	R/W	RXCHBONDLEVEL	2:0	x-x	x-x
00000	26:26	R/W	RXCHBONDMASTER	0:0	x-x	x-x
00000	27:27	R/W	RXCHBONDSLAVE	0:0	x-x	x-x
00000	28:28	R/W	RXDDIEN	0:0	x-x	x-x
00000	29:29	R/W	RXDLYBYPASS	0:0	x-x	x-x
00000	30:30	R/W	RXDLYEN	0:0	x-x	x-x
00000	31:31	R/W	RXDLYSRESET	0:0	x-x	x-x
00001	0:0	R/W	RXPHALIGN	0:0	x-x	x-x
00001	1:1	R/W	RXPHALIGNEN	0:0	x-x	x-x
00001	2:2	R/W	RXPHDLYRESET	0:0	x-x	x-x
00001	3:3	R/W	RXPHOVRDEN	0:0	x-x	x-x
00001	4:4	R/W	RXSYNCMODE	0:0	x-x	x-x
00001	5:5	R/W	RXCDRHOLD	0:0	x-x	x-x
00001	6:6	R/W	RXCDROVRDEN	0:0	x-x	x-x
00001	9:7	R/W	RXRATE	2:0	x-x	x-x
00001	10:10	R/W	RXDFEAGCHOLD	0:0	x-x	x-x
00001	11:11	R/W	RXDFEAGCOVRDEN	0:0	x-x	x-x
00001	12:12	R/W	RXDFELFHOLD	0:0	x-x	x-x
00001	13:13	R/W	RXDFELFOVRDEN	0:0	x-x	x-x
00001	14:14	R/W	RXLPMEN	0:0	x-x	x-x
00001	15:15	R/W	EYESCANTRIGGER	0:0	x-x	x-x
00001	18:16	R/W	RXOUTCLKSEL	2:0	x-x	x-x
00001	20:19	R/W	RXELECIDLEMODE	1:0	x-x	x-x
00001	21:21	R/W	RXPOLARITY	0:0	x-x	x-x
00001	22:22	R/W	RXPRBSCNTRESET	0:0	x-x	x-x
