//Address       bits    rw      Name    att_bits        att_enc bin_enc
00000	0:0	R/W	CFGRESET	0:0	x-x	x-x
00000	1:1	R/W	CPLLPD	0:0	x-x	x-x
00000	2:2	R/W	DMONFIFORESET	0:0	x-x	x-x
00000	3:3	R/W	DRPRST	0:0	x-x	x-x
00000	4:4	R/W	EYESCANRESET	0:0	x-x	x-x
00000	5:5	R/W	EYESCANTRIGGER	0:0	x-x	x-x
00000	6:6	R/W	GTRESETSEL	0:0	x-x	x-x
00000	7:7	R/W	GTRXRESET	0:0	x-x	x-x
00000	8:8	R/W	GTRXRESETSEL	0:0	x-x	x-x
00000	9:9	R/W	GTTXRESET	0:0	x-x	x-x
00000	10:10	R/W	GTTXRESETSEL	0:0	x-x	x-x
00000	13:11	R/W	LOOPBACK	2:0	x-x	x-x
00000	14:14	R/W	RX8B10BEN	0:0	x-x	x-x
00000	15:15	R/W	RXBUFRESET	0:0	x-x	x-x
00000	16:16	R/W	RXBUFRESET	0:0	x-x	x-x
00000	17:17	R/W	RXCDRFREQRESET	0:0	x-x	x-x
00000	18:18	R/W	RXCDRHOLD	0:0	x-x	x-x
00000	19:19	R/W	RXCDRHOLD	0:0	x-x	x-x
00000	20:20	R/W	RXCDROVRDEN	0:0	x-x	x-x
00000	21:21	R/W	RXCOMMADETEN	0:0	x-x	x-x
00000	22:22	R/W	RXDFELPMRESET	0:0	x-x	x-x
00000	23:23	R/W	RXDFELPMRESET	0:0	x-x	x-x
00000	24:24	R/W	RXDLYBYPASS	0:0	x-x	x-x
00000	25:25	R/W	RXDLYBYPASS	0:0	x-x	x-x
00000	26:26	R/W	RXDLYEN	0:0	x-x	x-x
00000	27:27	R/W	RXDLYOVRDEN	0:0	x-x	x-x
00000	28:28	R/W	RXDLYSRESET	0:0	x-x	x-x
00000	30:29	R/W	RXELECIDLEMODE	1:0	x-x	x-x
00000	31:31	R/W	RXLPMEN	0:0	x-x	x-x
00001	0:0	R/W	RXMCOMMAALIGNEN	0:0	x-x	x-x
00001	1:1	R/W	RXOSCALRESET	0:0	x-x	x-x
00001	4:2	R/W	RXOUTCLKSEL	2:0	x-x	x-x
00001	5:5	R/W	RXPCOMMAALIGNEN	0:0	x-x	x-x
00001	6:6	R/W	RXPCSRESET	0:0	x-x	x-x
00001	8:7	R/W	RXPD	1:0	x-x	x-x
00001	9:9	R/W	RXPHALIGN	0:0	x-x	x-x
00001	10:10	R/W	RXPHALIGNEN	0:0	x-x	x-x
00001	11:11	R/W	RXPHDLYPD	0:0	x-x	x-x
00001	12:12	R/W	RXPHDLYRESET	0:0	x-x	x-x
00001	14:13	R/W	RXPLLCLKSEL	1:0	x-x	x-x
00001	15:15	R/W	RXPMARESET	0:0	x-x	x-x
00001	16:16	R/W	RXPOLARITY	0:0	x-x	x-x
00001	17:17	R/W	RXPRBSCNTRESET	0:0	x-x	x-x
00001	21:18	R/W	RXPRBSSEL	3:0	x-x	x-x
00001	22:22	R/W	RXPROGDIVRESET	0:0	x-x	x-x
00001	25:23	R/W	RXRATE	2:0	x-x	x-x
00001	28:26	R/W	RXRATE	2:0	x-x	x-x
00001	29:29	R/W	RXRATEMODE	0:0	x-x	x-x
00001	30:30	R/W	RXSLIPOUTCLK	0:0	x-x	x-x
00001	31:31	R/W	RXSLIPPMA	0:0	x-x	x-x
00002	0:0	R/W	RXSYNCIN	0:0	x-x	x-x
00002	1:1	R/W	RXSYNCMODE	0:0	x-x	x-x
00002	3:2	R/W	RXSYSCLKSEL	1:0	x-x	x-x
00002	4:4	R/W	RXUSERRDY	0:0	x-x	x-x
00002	12:5	R/W	TX8B10BBYPASS	7:0	x-x	x-x
00002	13:13	R/W	TX8B10BEN	0:0	x-x	x-x
00002	15:14	R/W	TXDEEMPH	1:0	x-x	x-x
00002	20:16	R/W	TXDIFFCTRL	4:0	x-x	x-x
00002	21:21	R/W	TXDLYBYPASS	0:0	x-x	x-x
00002	22:22	R/W	TXDLYBYPASS	0:0	x-x	x-x
00002	23:23	R/W	TXDLYEN	0:0	x-x	x-x
00002	24:24	R/W	TXDLYOVRDEN	0:0	x-x	x-x
00002	25:25	R/W	TXDLYSRESET	0:0	x-x	x-x
00002	26:26	R/W	TXELECIDLE	0:0	x-x	x-x
00002	27:27	R/W	TXINHIBIT	0:0	x-x	x-x
00003	6:0	R/W	TXMAINCURSOR	6:0	x-x	x-x
00003	9:7	R/W	TXMARGIN	2:0	x-x	x-x
00003	12:10	R/W	TXOUTCLKSEL	2:0	x-x	x-x
00003	13:13	R/W	TXPCSRESET	0:0	x-x	x-x
00003	15:14	R/W	TXPD	1:0	x-x	x-x
